  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
  EventTrace,     Header,            0,          2,          0,          0,          0,          0, 0x0000000000000000, 0x0000165C, 0x000016F0,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134283275784653443,         15,          0,     8192, 83951626,    26200,       12, 134283276367121467,   156250,        0, 0x0,        1,        1,        8,        0,     2196, 0xA, 0x7, 134283273935000000,         10000000, 134283275784653443, 0x1,        0, "TouchCap", "C:\touchcap.etl"
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x0000165C, 0x000016F0,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134283275784653443,         15,          0,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
